ReceivedDate,NetOrderDollarPrice,SalesMarket,SalesOrg,OrderType,Status
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-20,132.08,Latin America,MX,Trade Order,Delivered
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1265.76,Latin America,MX,Trade Order,Delivered
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-20,1458.71,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-20,1265.76,Latin America,MX,Trade Order,Delivered
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,1458.71,Latin America,MX,Trade Order,Shipped
2022-12-20,144.56,Latin America,MX,Trade Order,Delivered
2022-12-20,1458.71,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-20,30.16,Latin America,MX,Trade Order,Delivered
2022-12-20,1265.76,Latin America,MX,Trade Order,Delivered
2022-12-20,1270.24,Latin America,MX,Trade Order,Delivered
2022-12-20,806.56,Latin America,MX,Trade Order,Delivered
2022-12-21,238.16,Latin America,MX,Trade Order,Delivered
2022-12-21,932.17,Latin America,MX,Trade Order,Delivered
2022-12-21,9.63,Latin America,MX,Trade Order,Delivered
2022-12-21,357.31,Latin America,MX,Trade Order,Delivered
2022-12-21,25.17,Latin America,MX,Trade Order,Delivered
2022-12-21,4.89,Latin America,MX,Trade Order,Delivered
2022-12-21,174.52,Latin America,MX,Trade Order,Delivered
2022-12-21,7.28,Latin America,MX,Trade Order,Delivered
2022-12-21,174.52,Latin America,MX,Trade Order,Delivered
2022-12-21,16.91,Latin America,MX,Trade Order,Delivered
2022-12-21,787.51,Latin America,MX,Trade Order,Delivered
2022-12-21,1007.92,Latin America,MX,Trade Order,Delivered
2022-12-21,30.16,Latin America,MX,Trade Order,Delivered
2022-12-21,1358.09,Latin America,MX,Trade Order,Delivered
2022-12-21,119.6,Latin America,MX,Trade Order,Delivered
2022-12-21,1792.45,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1792.45,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1792.45,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1792.45,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,30.16,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,Delivered
2022-12-21,302.64,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,209.04,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1265.76,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1275.69,Latin America,MX,Trade Order,ShipmentCanceled
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-21,1571.52,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,30.16,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,812.57,Latin America,MX,Trade Order,Delivered
2022-12-21,812.57,Latin America,MX,Trade Order,Delivered
2022-12-21,30.16,Latin America,MX,Trade Order,Delivered
2022-12-21,10.4,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-21,1358.09,Latin America,MX,Trade Order,Delivered
2022-12-21,19.76,Latin America,MX,Trade Order,Delivered
2022-12-21,4846.16,Latin America,MX,Trade Order,Delivered
2022-12-22,1320.8,Latin America,MX,Trade Order,Delivered
2022-12-22,7893.6,Latin America,MX,Trade Order,Delivered
2022-12-22,1621.0,Latin America,MX,Trade Order,Delivered
2022-12-22,1387.0,Latin America,MX,Trade Order,Delivered
2022-12-22,1621.0,Latin America,MX,Trade Order,Delivered
2022-12-22,1621.0,Latin America,MX,Trade Order,Delivered
2022-12-22,3203.2,Latin America,MX,Trade Order,Delivered
2022-12-22,209.08,Latin America,MX,Trade Order,Delivered
2022-12-22,1387.0,Latin America,MX,Trade Order,Delivered
2022-12-22,1285.52,Latin America,MX,Trade Order,Delivered
2022-12-22,598.0,Latin America,MX,Trade Order,Delivered
2022-12-22,2571.56,Latin America,MX,Trade Order,Delivered
2022-12-22,1387.0,Latin America,MX,Trade Order,Delivered
2022-12-22,3394.72,Latin America,MX,Trade Order,Delivered
2022-12-22,805.0,Latin America,MX,Trade Order,Delivered
2022-12-22,366.7,Latin America,MX,Trade Order,Delivered
2022-12-22,119.6,Latin America,MX,Trade Order,Delivered
2022-12-22,924.56,Latin America,MX,Trade Order,Delivered
2022-12-22,924.56,Latin America,MX,Trade Order,Delivered
2022-12-22,132.08,Latin America,MX,Trade Order,Delivered
2022-12-22,28.64,Latin America,MX,Trade Order,Delivered
2022-12-22,2571.56,Latin America,MX,Trade Order,Delivered
2022-12-22,119.6,Latin America,MX,Trade Order,Delivered
2022-12-22,234.0,Latin America,MX,Trade Order,Delivered
2022-12-22,159.64,Latin America,MX,Trade Order,Delivered
2022-12-22,150.8,Latin America,MX,Trade Order,Delivered
2022-12-22,30.16,Latin America,MX,Trade Order,Delivered
2022-12-22,1398.84,Latin America,MX,Trade Order,Delivered
2022-12-22,39950.0,Latin America,MX,Trade Order,Delivered
2022-12-22,30.16,Latin America,MX,Trade Order,Delivered
2022-12-22,577.2,Latin America,MX,Trade Order,Delivered
2022-12-23,2571.56,Latin America,MX,Trade Order,Delivered
2022-12-23,1387.0,Latin America,MX,Trade Order,Delivered
2022-12-23,1387.0,Latin America,MX,Trade Order,Delivered
2022-12-23,1621.0,Latin America,MX,Trade Order,Delivered
2022-12-23,44809.8,Latin America,MX,Trade Order,Delivered
2022-12-23,1265.76,Latin America,MX,Trade Order,Delivered
2022-12-23,14.32,Latin America,MX,Trade Order,Delivered
2022-12-23,188.24,Latin America,MX,Trade Order,Delivered
2022-12-26,1265.76,Latin America,MX,Trade Order,Delivered
2022-12-26,614.64,Latin America,MX,Trade Order,Delivered
2022-12-27,119.6,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,251.68,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1427.07,Latin America,MX,Trade Order,Delivered
2022-12-27,1565.28,Latin America,MX,Trade Order,Delivered
2022-12-27,533.52,Latin America,MX,Trade Order,Delivered
2022-12-27,2700.36,Latin America,MX,Trade Order,Delivered
2022-12-27,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-27,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-27,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-27,1414.4,Latin America,MX,Trade Order,Delivered
2022-12-27,80.8,Latin America,MX,Trade Order,Delivered
2022-12-27,805.0,Latin America,MX,Trade Order,Delivered
2022-12-27,805.0,Latin America,MX,Trade Order,Delivered
2022-12-27,805.0,Latin America,MX,Trade Order,Delivered
2022-12-27,1686.57,Latin America,MX,Trade Order,Delivered
2022-12-27,119.6,Latin America,MX,Trade Order,Delivered
2022-12-27,9001.2,Latin America,MX,Trade Order,Delivered
2022-12-27,30.16,Latin America,MX,Trade Order,Delivered
2022-12-27,5911.96,Latin America,MX,Trade Order,Delivered
2022-12-28,46706.4,Latin America,MX,Trade Order,Delivered
2022-12-28,14194.84,Latin America,MX,Trade Order,Delivered
2022-12-28,5116.6,Latin America,MX,Trade Order,Delivered
2022-12-28,1597.44,Latin America,MX,Trade Order,Delivered
2022-12-28,209.08,Latin America,MX,Trade Order,Delivered
2022-12-28,2545.95,Latin America,MX,Trade Order,Delivered
2022-12-28,264.16,Latin America,MX,Trade Order,Delivered
2022-12-28,209.08,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,1458.71,Latin America,MX,Trade Order,Delivered
2022-12-29,209.08,Latin America,MX,Trade Order,Delivered
2022-12-29,660.4,Latin America,MX,Trade Order,Delivered
2022-12-29,660.4,Latin America,MX,Trade Order,Delivered
2022-12-29,1596.64,Latin America,MX,Trade Order,Delivered
2022-12-30,1517.36,Latin America,MX,Trade Order,Delivered
2022-12-30,188.24,Latin America,MX,Trade Order,Delivered
2022-12-30,36069.66,Latin America,MX,Trade Order,Delivered
2022-12-30,1989.08,Latin America,MX,Trade Order,Delivered
2022-12-30,1989.08,Latin America,MX,Trade Order,Delivered
2022-12-30,1989.08,Latin America,MX,Trade Order,Delivered
2022-12-30,740.0,Latin America,MX,Trade Order,Delivered
2023-01-02,729.64,Latin America,MX,Trade Order,Delivered
2023-01-02,5990.2,Latin America,MX,Trade Order,Delivered
2023-01-02,209.08,Latin America,MX,Trade Order,Delivered
2023-01-02,1265.76,Latin America,MX,Trade Order,Delivered
2023-01-02,209.08,Latin America,MX,Trade Order,Delivered
2023-01-02,209.08,Latin America,MX,Trade Order,Delivered
2023-01-02,415.18,Latin America,MX,Trade Order,Delivered
2023-01-02,180.96,Latin America,MX,Trade Order,Delivered
2023-01-02,924.56,Latin America,MX,Trade Order,Delivered
2023-01-03,209.08,Latin America,MX,Trade Order,Delivered
2023-01-03,384.8,Latin America,MX,Trade Order,Delivered
2023-01-03,119.6,Latin America,MX,Trade Order,Delivered
2023-01-03,1575.02,Latin America,MX,Trade Order,Delivered
2023-01-03,1244.28,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
2023-01-03,35.36,Latin America,MX,Trade Order,Delivered
2023-01-03,256.88,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
2023-01-03,1092.0,Latin America,MX,Trade Order,Delivered
2023-01-03,874.97,Latin America,MX,Trade Order,Delivered
2023-01-03,1434.29,Latin America,MX,Trade Order,Delivered
