ReceivedDate,NetOrderDollarPrice,SalesMarket,SalesOrg,OrderType,Status
2021-11-02,3301.0,Latin America,MX,Trade Order,Delivered
2021-11-02,247.52,Latin America,MX,Trade Order,Delivered
2021-11-02,9443.12,Latin America,MX,Trade Order,Delivered
2021-11-02,1193.92,Latin America,MX,Trade Order,Delivered
2021-11-02,542.88,Latin America,MX,Trade Order,Delivered
2021-11-02,2105.54,Latin America,MX,Trade Order,Delivered
2021-11-02,526.4,Latin America,MX,Trade Order,Delivered
2021-11-02,1802.3,Latin America,MX,Trade Order,Delivered
2021-11-02,235.04,Latin America,MX,Trade Order,Delivered
2021-11-02,893.8,Latin America,MX,Trade Order,Delivered
2021-11-02,1193.92,Latin America,MX,Trade Order,Delivered
2021-11-02,2119.08,Latin America,MX,Trade Order,Delivered
2021-11-02,24528.0,Latin America,MX,Trade Order,Delivered
2021-11-02,30.16,Latin America,MX,Trade Order,Delivered
2021-11-02,19.76,Latin America,MX,Trade Order,Delivered
2021-11-02,2665.36,Latin America,MX,Trade Order,Delivered
2021-11-02,15803.92,Latin America,MX,Trade Order,Delivered
2021-11-02,4785.41,Latin America,MX,Trade Order,Delivered
2021-11-02,2667.18,Latin America,MX,Trade Order,Delivered
2021-11-02,395.2,Latin America,MX,Trade Order,Delivered
2021-11-02,132.08,Latin America,MX,Trade Order,Delivered
2021-11-02,5663.52,Latin America,MX,Trade Order,Delivered
2021-11-02,118.0,Latin America,MX,Trade Order,Delivered
2021-11-03,4922.0,Latin America,MX,Trade Order,Delivered
2021-11-03,32.4,Latin America,MX,Trade Order,Delivered
2021-11-03,1180.0,Latin America,MX,Trade Order,Delivered
2021-11-03,74.88,Latin America,MX,Trade Order,Delivered
2021-11-03,2375.61,Latin America,MX,Trade Order,Delivered
2021-11-03,245.92,Latin America,MX,Trade Order,Delivered
2021-11-03,4397.4,Latin America,MX,Trade Order,Delivered
2021-11-03,245.92,Latin America,MX,Trade Order,Delivered
2021-11-03,235.04,Latin America,MX,Trade Order,Delivered
2021-11-03,1180.0,Latin America,MX,Trade Order,Delivered
2021-11-04,21381.22,Latin America,MX,Trade Order,Delivered
2021-11-04,985.56,Latin America,MX,Trade Order,Delivered
2021-11-04,27.12,Latin America,MX,Trade Order,Delivered
2021-11-04,102.96,Latin America,MX,Trade Order,Delivered
2021-11-04,330.1,Latin America,MX,Trade Order,Delivered
2021-11-04,45.44,Latin America,MX,Trade Order,Delivered
2021-11-04,1313.04,Latin America,MX,Trade Order,Delivered
2021-11-04,1236.18,Latin America,MX,Trade Order,Delivered
2021-11-04,7716.32,Latin America,MX,Trade Order,Delivered
2021-11-04,14979.44,Latin America,MX,Trade Order,Delivered
2021-11-04,1181.44,Latin America,MX,Trade Order,Delivered
2021-11-04,704.32,Latin America,MX,Trade Order,Delivered
2021-11-05,102.96,Latin America,MX,Trade Order,Delivered
2021-11-05,831.4,Latin America,MX,Trade Order,Delivered
2021-11-05,174.52,Latin America,MX,Trade Order,Delivered
2021-11-05,21.31,Latin America,MX,Trade Order,Delivered
2021-11-05,12.13,Latin America,MX,Trade Order,Delivered
2021-11-05,12.13,Latin America,MX,Trade Order,Delivered
2021-11-05,174.52,Latin America,MX,Trade Order,Delivered
2021-11-05,349.05,Latin America,MX,Trade Order,Delivered
2021-11-05,1535.89,Latin America,MX,Trade Order,Delivered
2021-11-05,4.88,Latin America,MX,Trade Order,Delivered
2021-11-05,157.04,Latin America,MX,Trade Order,Delivered
2021-11-05,157.04,Latin America,MX,Trade Order,Delivered
2021-11-05,4.88,Latin America,MX,Trade Order,Delivered
2021-11-05,12.13,Latin America,MX,Trade Order,Delivered
2021-11-05,174.52,Latin America,MX,Trade Order,Delivered
2021-11-05,691.4,Latin America,MX,Trade Order,Delivered
2021-11-05,20.8,Latin America,MX,Trade Order,Delivered
2021-11-05,915.4,Latin America,MX,Trade Order,Delivered
2021-11-05,1253.0,Latin America,MX,Trade Order,Delivered
2021-11-05,1253.0,Latin America,MX,Trade Order,Delivered
2021-11-05,1253.0,Latin America,MX,Trade Order,Delivered
2021-11-05,1226.0,Latin America,MX,Trade Order,Delivered
2021-11-05,771.46,Latin America,MX,Trade Order,Delivered
2021-11-05,771.46,Latin America,MX,Trade Order,Delivered
2021-11-05,1253.0,Latin America,MX,Trade Order,Delivered
2021-11-05,10288.0,Latin America,MX,Trade Order,Delivered
2021-11-05,1601.0,Latin America,MX,Trade Order,Delivered
2021-11-05,2314.26,Latin America,MX,Trade Order,Delivered
2021-11-05,753.11,Latin America,MX,Trade Order,Delivered
2021-11-05,3012.44,Latin America,MX,Trade Order,Delivered
2021-11-05,892.0,Latin America,MX,Trade Order,Delivered
2021-11-05,892.0,Latin America,MX,Trade Order,Delivered
2021-11-05,90.48,Latin America,MX,Trade Order,Delivered
2021-11-05,1382.8,Latin America,MX,Trade Order,Delivered
2021-11-05,3464.0,Latin America,MX,Trade Order,Delivered
2021-11-05,1784.0,Latin America,MX,Trade Order,Delivered
2021-11-08,421.8,Latin America,MX,Trade Order,Delivered
2021-11-08,60.32,Latin America,MX,Trade Order,Delivered
2021-11-08,205.92,Latin America,MX,Trade Order,Delivered
2021-11-08,514.8,Latin America,MX,Trade Order,Delivered
2021-11-08,64.8,Latin America,MX,Trade Order,Delivered
2021-11-08,1029.6,Latin America,MX,Trade Order,Delivered
2021-11-08,1029.6,Latin America,MX,Trade Order,Delivered
2021-11-08,1029.6,Latin America,MX,Trade Order,Delivered
2021-11-08,102.96,Latin America,MX,Trade Order,Delivered
2021-11-08,369.2,Latin America,MX,Trade Order,Delivered
2021-11-08,1649.82,Latin America,MX,Trade Order,Delivered
2021-11-08,3769.32,Latin America,MX,Trade Order,Delivered
2021-11-08,2885.38,Latin America,MX,Trade Order,Delivered
2021-11-09,212.16,Latin America,MX,Trade Order,Delivered
2021-11-09,250.64,Latin America,MX,Trade Order,Delivered
2021-11-09,3425.76,Latin America,MX,Trade Order,Delivered
2021-11-09,2466.12,Latin America,MX,Trade Order,Delivered
2021-11-09,331.76,Latin America,MX,Trade Order,Delivered
2021-11-09,660.4,Latin America,MX,Trade Order,Delivered
2021-11-09,660.4,Latin America,MX,Trade Order,Delivered
2021-11-09,396.24,Latin America,MX,Trade Order,Delivered
2021-11-09,2268.98,Latin America,MX,Trade Order,Delivered
2021-11-09,102.96,Latin America,MX,Trade Order,Delivered
2021-11-09,133.12,Latin America,MX,Trade Order,Delivered
2021-11-09,481.52,Latin America,MX,Trade Order,Delivered
2021-11-09,14031.78,Latin America,MX,Trade Order,Delivered
2021-11-09,915.4,Latin America,MX,Trade Order,Delivered
2021-11-09,1114.44,Latin America,MX,Trade Order,Delivered
2021-11-10,182.0,Latin America,MX,Trade Order,Delivered
2021-11-10,1506.22,Latin America,MX,Trade Order,Delivered
2021-11-10,785.45,Latin America,MX,Trade Order,Delivered
2021-11-10,9786.4,Latin America,MX,Trade Order,Delivered
2021-11-10,102.96,Latin America,MX,Trade Order,Delivered
2021-11-10,6586.28,Latin America,MX,Trade Order,Delivered
2021-11-10,934.36,Latin America,MX,Trade Order,Delivered
2021-11-10,498.03,Latin America,MX,Trade Order,Delivered
2021-11-10,314.08,Latin America,MX,Trade Order,Delivered
2021-11-10,132.08,Latin America,MX,Trade Order,Delivered
2021-11-10,771.46,Latin America,MX,Trade Order,Delivered
2021-11-10,4628.52,Latin America,MX,Trade Order,Delivered
2021-11-10,2073.06,Latin America,MX,Trade Order,Delivered
2021-11-10,253.56,Latin America,MX,Trade Order,Delivered
2021-11-11,30.16,Latin America,MX,Trade Order,Delivered
2021-11-11,592.8,Latin America,MX,Trade Order,Delivered
2021-11-11,56.16,Latin America,MX,Trade Order,Delivered
2021-11-11,137.28,Latin America,MX,Trade Order,Delivered
2021-11-11,25.17,Latin America,MX,Trade Order,Delivered
2021-11-11,17.68,Latin America,MX,Trade Order,Delivered
2021-11-11,102.96,Latin America,MX,Trade Order,Delivered
2021-11-11,102.96,Latin America,MX,Trade Order,Delivered
2021-11-11,3300.83,Latin America,MX,Trade Order,Delivered
2021-11-11,19.76,Latin America,MX,Trade Order,Delivered
2021-11-11,2770.46,Latin America,MX,Trade Order,Delivered
2021-11-11,5849.32,Latin America,MX,Trade Order,Delivered
2021-11-11,753.11,Latin America,MX,Trade Order,Delivered
2021-11-11,4518.66,Latin America,MX,Trade Order,Delivered
2021-11-11,847.0,Latin America,MX,Trade Order,Delivered
2021-11-11,1082.04,Latin America,MX,Trade Order,Delivered
2021-11-11,831.4,Latin America,MX,Trade Order,Delivered
2021-11-11,831.4,Latin America,MX,Trade Order,Delivered
2021-11-11,2494.2,Latin America,MX,Trade Order,Delivered
2021-11-11,3076.56,Latin America,MX,Trade Order,Delivered
2021-11-11,235.04,Latin America,MX,Trade Order,Delivered
2021-11-11,167.26,Latin America,MX,Trade Order,Delivered
2021-11-11,3039.42,Latin America,MX,Trade Order,Delivered
2021-11-11,1308.44,Latin America,MX,Trade Order,Delivered
2021-11-11,102.96,Latin America,MX,Trade Order,Delivered
2021-11-11,918.52,Latin America,MX,Trade Order,Delivered
2021-11-12,195.52,Latin America,MX,Trade Order,Delivered
2021-11-12,26.0,Latin America,MX,Trade Order,Delivered
2021-11-12,59.0,Latin America,MX,Trade Order,Delivered
2021-11-12,186.16,Latin America,MX,Trade Order,Delivered
2021-11-12,39.88,Latin America,MX,Trade Order,Delivered
2021-11-12,30.16,Latin America,MX,Trade Order,Delivered
2021-11-12,7094.82,Latin America,MX,Trade Order,Delivered
2021-11-12,749.84,Latin America,MX,Trade Order,Delivered
2021-11-12,28481.6,Latin America,MX,Trade Order,Delivered
2021-11-12,1931.84,Latin America,MX,Trade Order,Delivered
2021-11-12,495.04,Latin America,MX,Trade Order,Delivered
2021-11-12,2217.0,Latin America,MX,Trade Order,Delivered
2021-11-12,194.48,Latin America,MX,Trade Order,Delivered
2021-11-12,50700.0,Latin America,MX,Trade Order,Shipped
2021-11-13,1619.68,Latin America,MX,Trade Order,Delivered
2021-11-15,25.17,Latin America,MX,Trade Order,Delivered
2021-11-15,179.92,Latin America,MX,Trade Order,Delivered
2021-11-16,660.4,Latin America,MX,Trade Order,Delivered
2021-11-16,265.2,Latin America,MX,Trade Order,Delivered
2021-11-16,5663.52,Latin America,MX,Trade Order,Delivered
2021-11-16,1504.76,Latin America,MX,Trade Order,Delivered
2021-11-16,945.8,Latin America,MX,Trade Order,Delivered
2021-11-16,6028.4,Latin America,MX,Trade Order,Delivered
2021-11-16,1205.68,Latin America,MX,Trade Order,Delivered
2021-11-16,842.66,Latin America,MX,Trade Order,Delivered
2021-11-16,1685.32,Latin America,MX,Trade Order,Delivered
2021-11-16,842.66,Latin America,MX,Trade Order,Delivered
2021-11-16,3014.2,Latin America,MX,Trade Order,Delivered
2021-11-16,842.66,Latin America,MX,Trade Order,Delivered
2021-11-16,602.84,Latin America,MX,Trade Order,Delivered
2021-11-16,842.66,Latin America,MX,Trade Order,Delivered
2021-11-16,842.66,Latin America,MX,Trade Order,Delivered
2021-11-16,842.66,Latin America,MX,Trade Order,Delivered
2021-11-16,2527.98,Latin America,MX,Trade Order,Delivered
2021-11-16,1685.32,Latin America,MX,Trade Order,Delivered
2021-11-16,1685.32,Latin America,MX,Trade Order,Delivered
2021-11-16,1685.32,Latin America,MX,Trade Order,Delivered
2021-11-16,1685.32,Latin America,MX,Trade Order,Delivered
2021-11-16,87238.96,Latin America,MX,Trade Order,Delivered
2021-11-16,934.36,Latin America,MX,Trade Order,Delivered
2021-11-16,7196.42,Latin America,MX,Trade Order,Delivered
2021-11-16,4055.24,Latin America,MX,Trade Order,Delivered
2021-11-16,831.4,Latin America,MX,Trade Order,Delivered
2021-11-16,6542.2,Latin America,MX,Trade Order,Delivered
2021-11-16,831.4,Latin America,MX,Trade Order,Delivered
2021-11-16,935.4,Latin America,MX,Trade Order,Delivered
2021-11-16,2665.58,Latin America,MX,Trade Order,Delivered
2021-11-16,182.0,Latin America,MX,Trade Order,Delivered
2021-11-16,2447.78,Latin America,MX,Trade Order,Delivered
2021-11-16,1372.09,Latin America,MX,Trade Order,Delivered
2021-11-16,1372.09,Latin America,MX,Trade Order,Delivered
2021-11-17,267.12,Latin America,MX,Trade Order,Delivered
2021-11-17,2924.66,Latin America,MX,Trade Order,Delivered
2021-11-17,3092.66,Latin America,MX,Trade Order,Delivered
2021-11-17,1572.6,Latin America,MX,Trade Order,Delivered
2021-11-17,846.62,Latin America,MX,Trade Order,Delivered
2021-11-17,4402.6,Latin America,MX,Trade Order,Delivered
2021-11-17,182.0,Latin America,MX,Trade Order,Delivered
2021-11-17,717.6,Latin America,MX,Trade Order,Delivered
2021-11-17,2028.48,Latin America,MX,Trade Order,Delivered
2021-11-17,1506.22,Latin America,MX,Trade Order,Delivered
2021-11-17,2027.62,Latin America,MX,Trade Order,Delivered
2021-11-17,40.8,Latin America,MX,Trade Order,Delivered
2021-11-17,1572.6,Latin America,MX,Trade Order,Delivered
2021-11-18,1221.4,Latin America,MX,Trade Order,Delivered
2021-11-18,1829.7,Latin America,MX,Trade Order,Delivered
2021-11-18,8313.28,Latin America,MX,Trade Order,Delivered
2021-11-18,584.48,Latin America,MX,Trade Order,Delivered
2021-11-18,2532.4,Latin America,MX,Trade Order,Delivered
2021-11-18,68.44,Latin America,MX,Trade Order,Delivered
2021-11-18,23.79,Latin America,MX,Trade Order,Delivered
2021-11-18,90.48,Latin America,MX,Trade Order,Delivered
2021-11-18,14.56,Latin America,MX,Trade Order,Delivered
2021-11-18,1985.36,Latin America,MX,Trade Order,Delivered
2021-11-18,189.43,Latin America,MX,Trade Order,Delivered
2021-11-18,235.04,Latin America,MX,Trade Order,Delivered
2021-11-18,4585.72,Latin America,MX,Trade Order,Delivered
2021-11-18,166.4,Latin America,MX,Trade Order,Delivered
2021-11-18,90.0,Latin America,MX,Trade Order,Delivered
2021-11-18,3931.5,Latin America,MX,Trade Order,Delivered
2021-11-18,19055.28,Latin America,MX,Trade Order,Delivered
2021-11-18,182.0,Latin America,MX,Trade Order,Delivered
2021-11-18,1372.09,Latin America,MX,Trade Order,Delivered
2021-11-18,7357.6,Latin America,MX,Trade Order,Delivered
2021-11-18,1745.2,Latin America,MX,Trade Order,Delivered
2021-11-18,1372.09,Latin America,MX,Trade Order,Delivered
2021-11-18,1662.8,Latin America,MX,Trade Order,Delivered
2021-11-18,182.0,Latin America,MX,Trade Order,Delivered
2021-11-18,1403.17,Latin America,MX,Trade Order,Delivered
2021-11-18,934.36,Latin America,MX,Trade Order,Delivered
2021-11-18,368.32,Latin America,MX,Trade Order,Delivered
2021-11-19,1260.48,Latin America,MX,Trade Order,Delivered
2021-11-19,12.13,Latin America,MX,Trade Order,Delivered
2021-11-19,188.08,Latin America,MX,Trade Order,Delivered
2021-11-19,26.0,Latin America,MX,Trade Order,Delivered
2021-11-19,2870.4,Latin America,MX,Trade Order,Delivered
2021-11-19,1180.0,Latin America,MX,Trade Order,Delivered
2021-11-19,4737.2,Latin America,MX,Trade Order,Delivered
2021-11-19,9725.4,Latin America,MX,Trade Order,Delivered
2021-11-19,1101.28,Latin America,MX,Trade Order,Delivered
2021-11-19,9913.36,Latin America,MX,Trade Order,Delivered
2021-11-19,2051.76,Latin America,MX,Trade Order,Delivered
2021-11-19,1097.6,Latin America,MX,Trade Order,Delivered
2021-11-19,63128.0,Latin America,MX,Trade Order,Delivered
2021-11-19,19.76,Latin America,MX,Trade Order,Delivered
2021-11-19,852.8,Latin America,MX,Trade Order,Delivered
2021-11-19,2747.59,Latin America,MX,Trade Order,Delivered
2021-11-19,1097.6,Latin America,MX,Trade Order,Delivered
2021-11-19,1162.4,Latin America,MX,Trade Order,Delivered
2021-11-20,682.3,Latin America,MX,Trade Order,Delivered
2021-11-20,396.24,Latin America,MX,Trade Order,Delivered
2021-11-20,654.22,Latin America,MX,Trade Order,Delivered
2021-11-20,51228.56,Latin America,MX,Trade Order,Delivered
2021-11-20,831.4,Latin America,MX,Trade Order,Delivered
2021-11-21,1780.1,Latin America,MX,Trade Order,Delivered
2021-11-22,495.04,Latin America,MX,Trade Order,Delivered
2021-11-22,405.27,Latin America,MX,Trade Order,Delivered
2021-11-22,620.57,Latin America,MX,Trade Order,Delivered
2021-11-22,11712.8,Latin America,MX,Trade Order,Delivered
2021-11-22,102.96,Latin America,MX,Trade Order,Delivered
2021-11-22,132.08,Latin America,MX,Trade Order,Delivered
2021-11-22,19.76,Latin America,MX,Trade Order,Delivered
2021-11-22,707.2,Latin America,MX,Trade Order,Delivered
2021-11-22,2417.32,Latin America,MX,Trade Order,Delivered
2021-11-22,4243.2,Latin America,MX,Trade Order,Delivered
2021-11-22,15417.48,Latin America,MX,Trade Order,Delivered
2021-11-22,30.16,Latin America,MX,Trade Order,Delivered
2021-11-22,132.08,Latin America,MX,Trade Order,Delivered
2021-11-22,132.08,Latin America,MX,Trade Order,Delivered
2021-11-22,235.04,Latin America,MX,Trade Order,Delivered
2021-11-22,629.28,Latin America,MX,Trade Order,Delivered
2021-11-22,2259.33,Latin America,MX,Trade Order,Delivered
2021-11-22,1662.8,Latin America,MX,Trade Order,Delivered
2021-11-22,30.16,Latin America,MX,Trade Order,Delivered
2021-11-22,18057.58,Latin America,MX,Trade Order,Delivered
2021-11-22,2148.42,Latin America,MX,Trade Order,Delivered
2021-11-22,2148.42,Latin America,MX,Trade Order,Delivered
2021-11-22,400.0,Latin America,MX,Trade Order,Delivered
2021-11-22,15624.0,Latin America,MX,Trade Order,Delivered
2021-11-22,192.4,Latin America,MX,Trade Order,Delivered
2021-11-22,2672.42,Latin America,MX,Trade Order,Delivered
2021-11-22,6816.56,Latin America,MX,Trade Order,Delivered
2021-11-23,37.1,Latin America,MX,Trade Order,Delivered
2021-11-23,157.04,Latin America,MX,Trade Order,Delivered
2021-11-23,207.14,Latin America,MX,Trade Order,Delivered
2021-11-23,2301.3,Latin America,MX,Trade Order,Delivered
2021-11-23,13.56,Latin America,MX,Trade Order,Delivered
2021-11-23,960.12,Latin America,MX,Trade Order,Delivered
2021-11-23,808.28,Latin America,MX,Trade Order,Delivered
2021-11-23,808.28,Latin America,MX,Trade Order,Delivered
2021-11-23,2125.76,Latin America,MX,Trade Order,Delivered
2021-11-23,3228.4,Latin America,MX,Trade Order,Delivered
2021-11-23,9569.89,Latin America,MX,Trade Order,Delivered
2021-11-23,19291.8,Latin America,MX,Trade Order,Delivered
2021-11-23,118.0,Latin America,MX,Trade Order,Delivered
2021-11-23,1221.4,Latin America,MX,Trade Order,Delivered
2021-11-23,379.6,Latin America,MX,Trade Order,Delivered
2021-11-23,250.64,Latin America,MX,Trade Order,Delivered
2021-11-23,748.8,Latin America,MX,Trade Order,Delivered
2021-11-23,8195.0,Latin America,MX,Trade Order,Delivered
2021-11-23,7483.32,Latin America,MX,Trade Order,Delivered
2021-11-23,1025.52,Latin America,MX,Trade Order,Delivered
2021-11-23,5618.5,Latin America,MX,Trade Order,Delivered
2021-11-24,877.76,Latin America,MX,Trade Order,Delivered
2021-11-24,6054.8,Latin America,MX,Trade Order,Delivered
2021-11-24,1150.68,Latin America,MX,Trade Order,Delivered
2021-11-24,31.2,Latin America,MX,Trade Order,Delivered
2021-11-24,683.68,Latin America,MX,Trade Order,Delivered
2021-11-24,182.0,Latin America,MX,Trade Order,Delivered
2021-11-24,68.64,Latin America,MX,Trade Order,Delivered
2021-11-24,2779.96,Latin America,MX,Trade Order,Delivered
2021-11-24,1603.6,Latin America,MX,Trade Order,Delivered
2021-11-24,1730.3,Latin America,MX,Trade Order,Delivered
2021-11-24,42.46,Latin America,MX,Trade Order,Delivered
2021-11-24,998.85,Latin America,MX,Trade Order,Delivered
2021-11-24,143.52,Latin America,MX,Trade Order,Delivered
2021-11-24,976.85,Latin America,MX,Trade Order,Delivered
2021-11-24,976.85,Latin America,MX,Trade Order,Delivered
2021-11-24,6125.16,Latin America,MX,Trade Order,Delivered
2021-11-24,976.85,Latin America,MX,Trade Order,Delivered
2021-11-24,976.85,Latin America,MX,Trade Order,Delivered
2021-11-24,765.44,Latin America,MX,Trade Order,Delivered
2021-11-24,998.85,Latin America,MX,Trade Order,Delivered
2021-11-24,998.85,Latin America,MX,Trade Order,Delivered
2021-11-24,976.85,Latin America,MX,Trade Order,Delivered
2021-11-24,3233.12,Latin America,MX,Trade Order,Delivered
2021-11-24,998.85,Latin America,MX,Trade Order,Delivered
2021-11-24,976.85,Latin America,MX,Trade Order,Delivered
2021-11-24,4994.25,Latin America,MX,Trade Order,Delivered
2021-11-24,831.4,Latin America,MX,Trade Order,Delivered
2021-11-24,302.64,Latin America,MX,Trade Order,Delivered
2021-11-24,42490.0,Latin America,MX,Trade Order,Delivered
2021-11-24,6942.78,Latin America,MX,Trade Order,Delivered
2021-11-24,2586.31,Latin America,MX,Trade Order,Delivered
2021-11-24,209.76,Latin America,MX,Trade Order,Delivered
2021-11-24,439.18,Latin America,MX,Trade Order,Delivered
2021-11-24,660.4,Latin America,MX,Trade Order,Delivered
2021-11-24,314.08,Latin America,MX,Trade Order,Delivered
2021-11-24,2185.04,Latin America,MX,Trade Order,Delivered
2021-11-24,4994.25,Latin America,MX,Trade Order,Delivered
2021-11-25,25.17,Latin America,MX,Trade Order,Delivered
2021-11-25,1770.42,Latin America,MX,Trade Order,Delivered
2021-11-25,1202.64,Latin America,MX,Trade Order,Delivered
2021-11-25,12581.28,Latin America,MX,Trade Order,Delivered
2021-11-25,1013.4,Latin America,MX,Trade Order,Delivered
2021-11-25,1205.8,Latin America,MX,Trade Order,Delivered
2021-11-25,2392.0,Latin America,MX,Trade Order,Delivered
2021-11-25,1180.8,Latin America,MX,Trade Order,Delivered
2021-11-25,20685.6,Latin America,MX,Trade Order,Delivered
2021-11-25,18000.0,Latin America,MX,Trade Order,Delivered
2021-11-25,4450.7,Latin America,MX,Trade Order,Delivered
2021-11-25,247.52,Latin America,MX,Trade Order,Delivered
2021-11-25,439.6,Latin America,MX,Trade Order,Delivered
2021-11-25,528.32,Latin America,MX,Trade Order,Delivered
2021-11-25,396.24,Latin America,MX,Trade Order,Delivered
2021-11-25,1257.8,Latin America,MX,Trade Order,Delivered
2021-11-25,208.0,Latin America,MX,Trade Order,Delivered
2021-11-25,132.08,Latin America,MX,Trade Order,Delivered
2021-11-25,132.08,Latin America,MX,Trade Order,Delivered
2021-11-25,2193.94,Latin America,MX,Trade Order,Delivered
2021-11-26,174.72,Latin America,MX,Trade Order,Delivered
2021-11-26,180.96,Latin America,MX,Trade Order,Delivered
2021-11-26,839.04,Latin America,MX,Trade Order,Delivered
2021-11-26,808.28,Latin America,MX,Trade Order,Delivered
2021-11-26,831.4,Latin America,MX,Trade Order,Delivered
2021-11-26,771.42,Latin America,MX,Trade Order,Delivered
2021-11-26,13189.1,Latin America,MX,Trade Order,Delivered
2021-11-26,60.32,Latin America,MX,Trade Order,Delivered
2021-11-26,384.8,Latin America,MX,Trade Order,Delivered
2021-11-26,60.32,Latin America,MX,Trade Order,Delivered
2021-11-26,45.44,Latin America,MX,Trade Order,Shipped
2021-11-26,1780.1,Latin America,MX,Trade Order,Delivered
2021-11-26,174.72,Latin America,MX,Trade Order,Delivered
2021-11-26,174.72,Latin America,MX,Trade Order,Delivered
2021-11-26,174.72,Latin America,MX,Trade Order,Delivered
2021-11-26,1662.8,Latin America,MX,Trade Order,Delivered
2021-11-26,786.3,Latin America,MX,Trade Order,Delivered
2021-11-26,304.91,Latin America,MX,Trade Order,Delivered
2021-11-26,1237.6,Latin America,MX,Trade Order,Delivered
2021-11-26,14902.84,Latin America,MX,Trade Order,Delivered
2021-11-26,856.44,Latin America,MX,Trade Order,Delivered
2021-11-26,158.72,Latin America,MX,Trade Order,Delivered
2021-11-26,306.8,Latin America,MX,Trade Order,Delivered
2021-11-26,771.42,Latin America,MX,Trade Order,Delivered
2021-11-26,263.12,Latin America,MX,Trade Order,Delivered
2021-11-26,9632.16,Latin America,MX,Trade Order,Delivered
2021-11-26,18159.48,Latin America,MX,Trade Order,Delivered
2021-11-26,1997.7,Latin America,MX,Trade Order,Delivered
2021-11-29,191.36,Latin America,MX,Trade Order,Delivered
2021-11-29,253.56,Latin America,MX,Trade Order,Delivered
2021-11-29,39.88,Latin America,MX,Trade Order,Delivered
2021-11-29,192.4,Latin America,MX,Trade Order,Delivered
2021-11-29,264.16,Latin America,MX,Trade Order,Delivered
2021-11-29,132.08,Latin America,MX,Trade Order,Delivered
2021-11-29,132.08,Latin America,MX,Trade Order,Delivered
2021-11-29,132.08,Latin America,MX,Trade Order,Delivered
2021-11-29,132.08,Latin America,MX,Trade Order,Delivered
2021-11-29,264.16,Latin America,MX,Trade Order,Delivered
2021-11-29,132.08,Latin America,MX,Trade Order,Delivered
2021-11-29,132.08,Latin America,MX,Trade Order,Delivered
2021-11-29,1945.08,Latin America,MX,Trade Order,Delivered
2021-11-29,1330.56,Latin America,MX,Trade Order,Delivered
2021-11-29,924.56,Latin America,MX,Trade Order,Delivered
2021-11-29,12615.0,Latin America,MX,Trade Order,Delivered
2021-11-29,28.08,Latin America,MX,Trade Order,Delivered
2021-11-29,839.04,Latin America,MX,Trade Order,Delivered
2021-11-29,1594.32,Latin America,MX,Trade Order,Delivered
2021-11-29,239.2,Latin America,MX,Trade Order,Delivered
2021-11-29,831.4,Latin America,MX,Trade Order,Delivered
2021-11-29,218.4,Latin America,MX,Trade Order,Delivered
2021-11-29,501.08,Latin America,MX,Trade Order,Delivered
2021-11-29,1654.78,Latin America,MX,Trade Order,Delivered
2021-11-29,1690.4,Latin America,MX,Trade Order,Delivered
2021-11-29,182.0,Latin America,MX,Trade Order,Delivered
2021-11-29,3389.6,Latin America,MX,Trade Order,Delivered
2021-11-29,1166.04,Latin America,MX,Trade Order,Delivered
2021-11-29,1262.92,Latin America,MX,Trade Order,Delivered
2021-11-29,2313.58,Latin America,MX,Trade Order,Delivered
2021-11-29,261.76,Latin America,MX,Trade Order,Delivered
2021-11-29,182.0,Latin America,MX,Trade Order,Delivered
2021-11-29,34.96,Latin America,MX,Trade Order,Delivered
2021-11-30,29.12,Latin America,MX,Trade Order,Delivered
2021-11-30,13440.64,Latin America,MX,Trade Order,Delivered
2021-11-30,1000.0,Latin America,MX,Trade Order,Delivered
2021-11-30,808.28,Latin America,MX,Trade Order,Delivered
2021-11-30,1873.24,Latin America,MX,Trade Order,Delivered
2021-11-30,14389.1,Latin America,MX,Trade Order,Delivered
2021-11-30,12501.18,Latin America,MX,Trade Order,Delivered
2021-11-30,771.42,Latin America,MX,Trade Order,Delivered
2021-11-30,27218.08,Latin America,MX,Trade Order,Delivered
2021-11-30,173.79,Latin America,MX,Trade Order,Delivered
2021-11-30,20003.22,Latin America,MX,Trade Order,Delivered
2021-11-30,13.56,Latin America,MX,Trade Order,Delivered
2021-11-30,924.56,Latin America,MX,Trade Order,Delivered
2021-11-30,1452.88,Latin America,MX,Trade Order,Delivered
2021-11-30,924.56,Latin America,MX,Trade Order,Delivered
2021-11-30,839.04,Latin America,MX,Trade Order,Delivered
2021-11-30,191.36,Latin America,MX,Trade Order,Delivered
2021-12-01,287.04,Latin America,MX,Trade Order,Delivered
2021-12-01,16.16,Latin America,MX,Trade Order,Delivered
2021-12-01,166.8,Latin America,MX,Trade Order,Delivered
2021-12-01,195.52,Latin America,MX,Trade Order,Delivered
2021-12-01,166.8,Latin America,MX,Trade Order,Delivered
2021-12-01,341.5,Latin America,MX,Trade Order,Delivered
2021-12-01,151.84,Latin America,MX,Trade Order,Delivered
2021-12-01,4917.92,Latin America,MX,Trade Order,Delivered
2021-12-01,2764.72,Latin America,MX,Trade Order,Delivered
2021-12-01,3026.58,Latin America,MX,Trade Order,Delivered
2021-12-01,1021.72,Latin America,MX,Trade Order,Delivered
